consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,s_im1,s_im2,s_im3,s_im4,s_im5,s_im6,s_im7,s_im8,s_im1pos,s_im2pos,s_im3pos,s_im4pos,s_im5pos,s_im6pos,s_im7pos,s_im8pos,s_tarright,search_resp.keys,search_loop.thisRepN,search_loop.thisTrialN,search_loop.thisN,search_loop.thisIndex,search_loop.ran,prac_wm_search_loop.thisRepN,prac_wm_search_loop.thisTrialN,prac_wm_search_loop.thisN,prac_wm_search_loop.thisIndex,prac_wm_search_loop.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_search_loop.thisRepN,wm_search_loop.thisTrialN,wm_search_loop.thisN,wm_search_loop.thisIndex,wm_search_loop.ran,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.38756382873564]","[-0.17833333333333334,0.39681746077854546]","[0.17833333333333334,0.33060539002402184]","[0.23833333333333334,0.4090343957349163]","[0.17833333333333334,-0.3771318755007437]","[0.23833333333333334,-0.3745005676353311]","[-0.23833333333333334,-0.4047590502275254]","[-0.17833333333333334,-0.3756538053015424]",1,,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3352427314812962]","[-0.17833333333333334,0.4106372956260972]","[0.17833333333333334,0.33286439076324403]","[0.23833333333333334,0.3358592498579293]","[0.17833333333333334,-0.39358196123758443]","[0.23833333333333334,-0.35233812847864093]","[-0.23833333333333334,-0.38724963344456803]","[-0.17833333333333334,-0.337644720702727]",1,,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/l.png,"[-0.23833333333333334,0.41205208698757406]","[-0.17833333333333334,0.3477584250321007]","[0.17833333333333334,0.3651062257162153]","[0.23833333333333334,0.3820181912861264]","[0.17833333333333334,-0.4026679118385909]","[0.23833333333333334,-0.37071519238387196]","[-0.23833333333333334,-0.40524458210635145]","[-0.17833333333333334,-0.3607029367896571]",0,,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,"[-0.23833333333333334,0.39381843089518676]","[-0.17833333333333334,0.36363357134901914]","[0.17833333333333334,0.330818124374315]","[0.23833333333333334,0.3440572578036256]","[0.17833333333333334,-0.38671914035763644]","[0.23833333333333334,-0.3827577650118867]","[-0.23833333333333334,-0.3905978795677818]","[-0.17833333333333334,-0.372431807494069]",1,,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3551573407550985]","[-0.17833333333333334,0.3474515989974269]","[0.17833333333333334,0.32759824152620337]","[0.23833333333333334,0.3700950906385212]","[0.17833333333333334,-0.34891189238361653]","[0.23833333333333334,-0.3887653108128567]","[-0.23833333333333334,-0.3730628416330029]","[-0.17833333333333334,-0.3666437882322214]",1,,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.33478280860160387]","[-0.17833333333333334,0.3766989851418385]","[0.17833333333333334,0.3399197372082979]","[0.23833333333333334,0.36818703504614747]","[0.17833333333333334,-0.3993504626804582]","[0.23833333333333334,-0.34929340422986516]","[-0.23833333333333334,-0.38134521619690986]","[-0.17833333333333334,-0.3506949808421148]",0,,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3628883569374405]","[-0.17833333333333334,0.3625752220683786]","[0.17833333333333334,0.36177159590256625]","[0.23833333333333334,0.4056133723262369]","[0.17833333333333334,-0.41295715540591427]","[0.23833333333333334,-0.37632563736691316]","[-0.23833333333333334,-0.335291291163797]","[-0.17833333333333334,-0.3654449332197442]",0,,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3972144276265284]","[-0.17833333333333334,0.34453311336867115]","[0.17833333333333334,0.3257312364617625]","[0.23833333333333334,0.3462157215566562]","[0.17833333333333334,-0.3765707970614456]","[0.23833333333333334,-0.37700680326528324]","[-0.23833333333333334,-0.4068392180658821]","[-0.17833333333333334,-0.3329664799053749]",0,,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.38173098096215285]","[-0.17833333333333334,0.3279342029136667]","[0.17833333333333334,0.32615135738078266]","[0.23833333333333334,0.34899041337079073]","[0.17833333333333334,-0.3473295254342341]","[0.23833333333333334,-0.33206224805261875]","[-0.23833333333333334,-0.41435011798040994]","[-0.17833333333333334,-0.37719773182675337]",0,,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3833351612320343]","[-0.17833333333333334,0.3570382905315417]","[0.17833333333333334,0.38292308904767164]","[0.23833333333333334,0.3585458845278219]","[0.17833333333333334,-0.4082872085692626]","[0.23833333333333334,-0.36908956522682346]","[-0.23833333333333334,-0.3412288030833595]","[-0.17833333333333334,-0.4095767097225755]",0,,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3344516050580174]","[-0.17833333333333334,0.32706022111258565]","[0.17833333333333334,0.40979813757552885]","[0.23833333333333334,0.3625716029924662]","[0.17833333333333334,-0.396936465392249]","[0.23833333333333334,-0.41194725660008796]","[-0.23833333333333334,-0.32658059576549375]","[-0.17833333333333334,-0.3978766999531919]",0,,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.38472205908251966]","[-0.17833333333333334,0.38628297093441977]","[0.17833333333333334,0.3349428386872796]","[0.23833333333333334,0.34202565825387726]","[0.17833333333333334,-0.4022467924459826]","[0.23833333333333334,-0.3587772122262889]","[-0.23833333333333334,-0.38706789907483774]","[-0.17833333333333334,-0.34561500653495003]",1,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.39749553946468574]","[-0.17833333333333334,0.38183818246747236]","[0.17833333333333334,0.39886009178263276]","[0.23833333333333334,0.39723744848637454]","[0.17833333333333334,-0.38620210475778466]","[0.23833333333333334,-0.3249324440505635]","[-0.23833333333333334,-0.40848865618786684]","[-0.17833333333333334,-0.3736562684461585]",0,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3833921147957447]","[-0.17833333333333334,0.40229990731604504]","[0.17833333333333334,0.3539478054999689]","[0.23833333333333334,0.3873590360456355]","[0.17833333333333334,-0.34944800942325277]","[0.23833333333333334,-0.39708123538186324]","[-0.23833333333333334,-0.35388083525464675]","[-0.17833333333333334,-0.39460609809066205]",1,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3733211347245797]","[-0.17833333333333334,0.389412209699306]","[0.17833333333333334,0.4165910776051097]","[0.23833333333333334,0.35399330358775005]","[0.17833333333333334,-0.33815623524160465]","[0.23833333333333334,-0.3245819470549698]","[-0.23833333333333334,-0.3278060483928391]","[-0.17833333333333334,-0.33232233594882704]",1,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIZZA,10.009,3,TRUE,HEART,5.956,0,FALSE,TOWN,4.619,1,FALSE,NO,5.36,2,FALSE,0,0,0,2,1,HEARTS,broom,stimuli/images/PICTURE_590.png,prac,BOOTH,lightbulb,stimuli/images/PICTURE_244.png,prac,PIZZA,box,stimuli/images/PICTURE_508.png,prac,TOWN,button,stimuli/images/PICTURE_64.png,prac,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.32692326926987664]","[-0.17833333333333334,0.3354511046806399]","[0.17833333333333334,0.3671020175985125]","[0.23833333333333334,0.32938183391469195]","[0.17833333333333334,-0.3477360877425444]","[0.23833333333333334,-0.351192087838432]","[-0.23833333333333334,-0.37053315590029107]","[-0.17833333333333334,-0.4110486238689005]",0,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/t.png,"[-0.23833333333333334,0.3715740608642791]","[-0.17833333333333334,0.3899708610870604]","[0.17833333333333334,0.32833879484246853]","[0.23833333333333334,0.4066526634496555]","[0.17833333333333334,-0.39794769330237645]","[0.23833333333333334,-0.328611596111467]","[-0.23833333333333334,-0.37017378613649204]","[-0.17833333333333334,-0.37893404452279333]",0,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.381875035821233]","[-0.17833333333333334,0.348792713233571]","[0.17833333333333334,0.4022670591475792]","[0.23833333333333334,0.38620717524210785]","[0.17833333333333334,-0.3684538617169234]","[0.23833333333333334,-0.35787071549562727]","[-0.23833333333333334,-0.37244495460522486]","[-0.17833333333333334,-0.37714883476596933]",1,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/b.png,"[-0.23833333333333334,0.3494820122083019]","[-0.17833333333333334,0.38352388754440114]","[0.17833333333333334,0.3536433891051917]","[0.23833333333333334,0.3666703971720162]","[0.17833333333333334,-0.33380060449761106]","[0.23833333333333334,-0.3856997937693764]","[-0.23833333333333334,-0.36134508342015176]","[-0.17833333333333334,-0.4023987765428582]",1,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESK,9.992,0,TRUE,NO,10.005,1,FALSE,FATE,4.911,3,TRUE,EAR,5.055,2,FALSE,0,1,1,0,1,DESK,truck,stimuli/images/PICTURE_535.png,prac,EARS,briefcase,stimuli/images/PICTURE_615.png,prac,FATE,dragon,stimuli/images/PICTURE_111.png,prac,WORD,lettuce,stimuli/images/PICTURE_592.png,prac,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.41365882788716346]","[-0.17833333333333334,0.3496637218412129]","[0.17833333333333334,0.382118210366924]","[0.23833333333333334,0.32693927646636006]","[0.17833333333333334,-0.368413004220384]","[0.23833333333333334,-0.4015373155735839]","[-0.23833333333333334,-0.3367981495646338]","[-0.17833333333333334,-0.35232195010629613]",0,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59e3b0252f63d30001c8f6f9,06/08/1955,2020-09-10_09h46.42.989,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2e0e7e4af20917851c62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.39564730994770697]","[-0.17833333333333334,0.3494412686592127]","[0.17833333333333334,0.39169726464434007]","[0.23833333333333334,0.36268578813624847]","[0.17833333333333334,-0.4096853930242708]","[0.23833333333333334,-0.34339682473970823]","[-0.23833333333333334,-0.404855126192738]","[-0.17833333333333334,-0.3285054010277728]",0,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
