consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,salt,,,,,,0,52,52,28,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,runner,,,,,,0,53,53,14,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,DEMON,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,peg,,,,,,0,54,54,23,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,salt,,,,,,0,55,55,38,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheel,,,,,,0,56,56,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,dart,,,,,,0,57,57,50,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,perfume,,,,,,0,58,58,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTIST,6.6055,1,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,stool,,,,,,,,,,,1,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_327.png,BEAUTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,helmet,,,,,,,,,,,5,0,0,1,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,carrot,,,,,,,,,,,2,0,0,2,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_708.png,YARD,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,monkey,,,,,,,,,,,3,0,0,3,3,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_147.png,MOMENT,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,hanger,,,,,,,,,,,6,0,0,4,4,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,salt,,,,,,,,,,,3,0,0,5,5,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_677.png,MILE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,map,,,,,,,,,,,4,0,0,6,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_208.png,LOTS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,microphone,,,,,,,,,,,2,0,0,7,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,ring,,,,,,,,,,,5,0,0,8,8,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_85.png,THING,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,diamond,,,,,,,,,,,2,0,0,9,9,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,boot,,,,,,,,,,,4,0,0,10,10,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_314.png,GODS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,perfume,,,,,,,,,,,2,0,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_308.png,KIND,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,dice,,,,,,,,,,,6,0,0,12,12,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_491.png,ROOF,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,rug,,,,,,,,,,,3,0,0,13,13,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_467.png,DEMON,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,peg,,,,,,,,,,,3,0,0,14,14,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLENTY,11.0917,0,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,basket,,,,,,,,,,,1,0,0,15,15,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KHLBKGB,10.2689,0,,,,,,stimuli/images/PICTURE_667.png,BATH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,daisy,,,,,,,,,,,1,0,0,16,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_248.png,DOZEN,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cart,,,,,,,,,,,4,0,0,17,17,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,salt,,,,,,,,,,,4,0,0,18,18,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,gorilla,,,,,,,,,,,6,0,0,19,19,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WF,14.3952,0,,,,,,stimuli/images/PICTURE_504.png,BODY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheel,,,,,,,,,,,1,0,0,20,20,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_667.png,PLENTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,daisy,,,,,,,,,,,5,0,0,21,21,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0021,0,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,razor,,,,,,,,,,,2,0,0,22,22,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HGVJH,6.7086,0,,,,,,stimuli/images/PICTURE_339.png,PLENTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,backpack,,,,,,,,,,,1,0,0,23,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0021,0,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,crown,,,,,,,,,,,5,0,0,24,24,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_744.png,SAKE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,ring,,,,,,,,,,,2,0,0,25,25,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_151.png,GIRL,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,tray,,,,,,,,,,,2,0,0,26,26,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_356.png,DANGER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pawn,,,,,,,,,,,6,0,0,27,27,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,windmill,,,,,,,,,,,4,0,0,28,28,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_449.png,THING,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,bench,,,,,,,,,,,6,0,0,29,29,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0036,0,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,razor,,,,,,,,,,,4,0,0,30,30,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_469.png,LETTER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,stool,,,,,,,,,,,5,0,0,31,31,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_68.png,MILE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,candle,,,,,,,,,,,5,0,0,32,32,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_160.png,FEET,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheelbarrow,,,,,,,,,,,6,0,0,33,33,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_488.png,STYLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,sun,,,,,,,,,,,4,0,0,34,34,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CASINO,5.7703,1,,,,,,stimuli/images/PICTURE_688.png,CASINO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,runner,,,,,,,,,,,1,0,0,35,35,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0019,0,,,,,,stimuli/images/PICTURE_95.png,STYLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,suitcase,,,,,,,,,,,3,0,0,36,36,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,telephone,,,,,,,,,,,3,0,0,37,37,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_255.png,AREA,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,shovel,,,,,,,,,,,3,0,0,38,38,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KMJKNL,11.0447,0,,,,,,stimuli/images/PICTURE_160.png,LEADER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheelbarrow,,,,,,,,,,,1,0,0,39,39,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0022,0,,,,,,stimuli/images/PICTURE_302.png,FAMILY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,taxi,,,,,,,,,,,2,0,0,40,40,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0019,0,,,,,,stimuli/images/PICTURE_453.png,PLENTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,scissors,,,,,,,,,,,6,0,0,41,41,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,dice,,,,,,,,,,,5,0,0,42,42,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0018,0,,,,,,stimuli/images/PICTURE_177.png,CARS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,mushroom,,,,,,,,,,,4,0,0,43,43,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_470.png,CASINO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,motorbike,,,,,,,,,,,4,0,0,44,44,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,15.0069,0,,,,,,stimuli/images/PICTURE_654.png,VALLEY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pencil,,,,,,,,,,,1,0,0,45,45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SAKE,7.5885,1,,,,,,stimuli/images/PICTURE_314.png,SAKE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,perfume,,,,,,,,,,,1,0,0,46,46,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0027,0,,,,,,stimuli/images/PICTURE_380.png,DEATH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,gorilla,,,,,,,,,,,5,0,0,47,47,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cap,,,,,,,,,,,3,0,0,48,48,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_453.png,DUDE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,scissors,,,,,,,,,,,3,0,0,49,49,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0018,0,,,,,,stimuli/images/PICTURE_692.png,MONTH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cherry,,,,,,,,,,,2,0,0,50,50,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_208.png,MONTH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,microphone,,,,,,,,,,,6,0,0,51,51,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,dart,,,,,,,,,,,6,0,0,52,52,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_491.png,WRITER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,rug,,,,,,,,,,,6,0,0,53,53,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,runner,,,,,,,,,,,2,0,0,54,54,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_208.png,THING,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,microphone,,,,,,,,,,,5,0,0,55,55,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_348.png,SPEECH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pepper,,,,,,,,,,,3,0,0,56,56,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
